Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Anil Mehra,Orthopedics,11,2046-06-25,Govt Health Center,New Delhi,61,343,1.4,0
Dr. Ravi Kumar,Dermatology,16,2046-06-26,Govt Health Center,Kolkata,13,118,1.45,1
Dr. Anil Mehra,Dermatology,13,2046-06-27,Metro Hospital,New Delhi,72,118,0.6,0
Dr. Swati Desai,Cardiology,15,2046-06-28,Metro Hospital,Kolkata,59,272,1.43,1
Dr. Rohit Verma,Pediatrics,9,2046-06-29,Metro Hospital,Kolkata,91,473,1.24,0
Dr. Rohit Verma,Cardiology,17,2046-06-30,Metro Hospital,Kolkata,59,434,1.23,0
Dr. Rohit Verma,Dermatology,12,2046-07-01,Metro Hospital,New Delhi,25,435,0.98,0
Dr. Swati Desai,Cardiology,8,2046-07-02,Govt Health Center,Chennai,81,418,0.51,0
Dr. Swati Desai,Orthopedics,11,2046-07-03,City Hospital,Kolkata,70,334,1.13,0
Dr. Swati Desai,Orthopedics,17,2046-07-04,City Hospital,Chennai,53,171,1.1,1
Dr. Swati Desai,Cardiology,8,2046-07-05,Metro Hospital,Kolkata,27,312,1.13,0
Dr. Swati Desai,Pediatrics,16,2046-07-06,Govt Health Center,New Delhi,59,270,1.42,1
Dr. Anil Mehra,Cardiology,9,2046-07-07,Metro Hospital,New Delhi,89,490,0.95,0
Dr. Swati Desai,Cardiology,14,2046-07-08,City Hospital,New Delhi,39,360,0.9,0
Dr. Swati Desai,Pediatrics,10,2046-07-09,Govt Health Center,Mumbai,58,213,1.25,1
Dr. Swati Desai,Pediatrics,9,2046-07-10,Govt Health Center,New Delhi,30,312,1.39,0
Dr. Swati Desai,Pediatrics,11,2046-07-11,Govt Health Center,Chennai,31,141,1.35,1
Dr. Rohit Verma,Orthopedics,14,2046-07-12,City Hospital,Kolkata,56,315,1.82,0
Dr. Swati Desai,Cardiology,14,2046-07-13,City Hospital,Chennai,34,385,1.65,0
Dr. Anil Mehra,Dermatology,16,2046-07-14,Metro Hospital,Mumbai,95,123,0.58,0
Dr. Anil Mehra,Pediatrics,10,2046-07-15,Metro Hospital,Chennai,65,472,1.35,0
Dr. Anil Mehra,Pediatrics,14,2046-07-16,City Hospital,Kolkata,73,363,1.13,0
Dr. Ravi Kumar,Cardiology,13,2046-07-17,Metro Hospital,Kolkata,37,139,1.04,1
Dr. Rohit Verma,Dermatology,17,2046-07-18,City Hospital,New Delhi,42,403,1.94,0
Dr. Swati Desai,Cardiology,14,2046-07-19,Govt Health Center,Mumbai,75,345,1.19,0
Dr. Ravi Kumar,Cardiology,14,2046-07-20,Metro Hospital,Mumbai,13,447,1.58,0
Dr. Swati Desai,Pediatrics,17,2046-07-21,City Hospital,Chennai,89,178,1.95,1
Dr. Ravi Kumar,Pediatrics,12,2046-07-22,City Hospital,New Delhi,21,450,0.73,0
Dr. Ravi Kumar,Orthopedics,16,2046-07-23,City Hospital,New Delhi,26,98,0.58,0
Dr. Anil Mehra,Dermatology,14,2046-07-24,Metro Hospital,New Delhi,45,135,0.97,0
Dr. Anil Mehra,Dermatology,14,2046-07-25,Metro Hospital,Kolkata,25,193,0.57,0
Dr. Ravi Kumar,Pediatrics,10,2046-07-26,Govt Health Center,Mumbai,32,184,0.68,0
Dr. Anil Mehra,Pediatrics,8,2046-07-27,Metro Hospital,Chennai,81,448,1.99,0
Dr. Ravi Kumar,Pediatrics,12,2046-07-28,Metro Hospital,Chennai,18,164,1.94,1
Dr. Rohit Verma,Dermatology,15,2046-07-29,Metro Hospital,Chennai,87,326,1.54,0
Dr. Anil Mehra,Orthopedics,12,2046-07-30,Govt Health Center,New Delhi,64,115,1.63,1
Dr. Anil Mehra,Dermatology,17,2046-07-31,Govt Health Center,Mumbai,82,236,0.71,0
Dr. Anil Mehra,Pediatrics,10,2046-08-01,Govt Health Center,Mumbai,73,481,1.39,0
Dr. Rohit Verma,Pediatrics,16,2046-08-02,Metro Hospital,Kolkata,56,394,0.73,0
Dr. Ravi Kumar,Orthopedics,9,2046-08-03,City Hospital,Kolkata,99,250,1.07,1
Dr. Swati Desai,Cardiology,10,2046-08-04,Metro Hospital,Kolkata,76,483,1.02,0
Dr. Anil Mehra,Cardiology,11,2046-08-05,Govt Health Center,Chennai,19,187,1.42,1
Dr. Ravi Kumar,Dermatology,17,2046-08-06,Metro Hospital,Chennai,98,101,0.62,0
Dr. Rohit Verma,Cardiology,8,2046-08-07,Metro Hospital,Mumbai,13,262,0.66,0
Dr. Swati Desai,Cardiology,11,2046-08-08,City Hospital,Kolkata,39,207,1.41,1
Dr. Anil Mehra,Dermatology,11,2046-08-09,City Hospital,Chennai,20,339,1.45,0
Dr. Rohit Verma,Pediatrics,16,2046-08-10,Metro Hospital,Kolkata,60,399,1.01,0
Dr. Rohit Verma,Cardiology,15,2046-08-11,Govt Health Center,Kolkata,28,255,0.72,0
Dr. Swati Desai,Pediatrics,9,2046-08-12,Metro Hospital,Mumbai,22,391,1.83,0
Dr. Ravi Kumar,Dermatology,14,2046-08-13,Metro Hospital,Mumbai,66,370,0.58,0
Dr. Anil Mehra,Pediatrics,13,2046-08-14,Metro Hospital,Chennai,12,365,1.58,0
Dr. Anil Mehra,Pediatrics,14,2046-08-15,Govt Health Center,Mumbai,87,185,0.71,0
Dr. Ravi Kumar,Dermatology,11,2046-08-16,Govt Health Center,Kolkata,83,124,1.46,1
Dr. Ravi Kumar,Pediatrics,12,2046-08-17,Govt Health Center,Mumbai,47,498,1.5,0
Dr. Ravi Kumar,Cardiology,13,2046-08-18,Govt Health Center,Kolkata,36,118,1.71,1
Dr. Swati Desai,Cardiology,16,2046-08-19,Govt Health Center,Kolkata,97,490,1.09,0
Dr. Swati Desai,Cardiology,9,2046-08-20,Metro Hospital,Chennai,89,350,0.53,0
Dr. Anil Mehra,Cardiology,16,2046-08-21,Govt Health Center,Chennai,19,98,1.72,1
Dr. Swati Desai,Pediatrics,17,2046-08-22,Metro Hospital,Chennai,62,251,1.17,1
Dr. Rohit Verma,Cardiology,8,2046-08-23,Metro Hospital,Kolkata,36,111,1.77,1
Dr. Anil Mehra,Pediatrics,11,2046-08-24,Metro Hospital,Mumbai,16,216,1.66,1
Dr. Swati Desai,Orthopedics,12,2046-08-25,City Hospital,Chennai,99,254,1.25,1
Dr. Ravi Kumar,Pediatrics,16,2046-08-26,Govt Health Center,Chennai,91,198,2,1
Dr. Rohit Verma,Cardiology,13,2046-08-27,Govt Health Center,Mumbai,22,170,1.19,1
Dr. Ravi Kumar,Orthopedics,11,2046-08-28,Metro Hospital,Mumbai,81,358,1.54,0
Dr. Anil Mehra,Dermatology,9,2046-08-29,City Hospital,Chennai,69,478,1.5,0
Dr. Ravi Kumar,Pediatrics,12,2046-08-30,Govt Health Center,Kolkata,23,146,1.28,1
Dr. Swati Desai,Cardiology,15,2046-08-31,Metro Hospital,Kolkata,53,426,1.38,0
Dr. Swati Desai,Cardiology,15,2046-09-01,City Hospital,Chennai,79,461,1.7,0
Dr. Anil Mehra,Cardiology,13,2046-09-02,Metro Hospital,Mumbai,93,102,1.36,1
Dr. Ravi Kumar,Dermatology,8,2046-09-03,City Hospital,Kolkata,37,58,1.18,1
Dr. Anil Mehra,Orthopedics,15,2046-09-04,Metro Hospital,Mumbai,32,380,1.49,0
Dr. Ravi Kumar,Orthopedics,11,2046-09-05,Govt Health Center,New Delhi,21,300,0.55,0
Dr. Rohit Verma,Cardiology,9,2046-09-06,Metro Hospital,Mumbai,33,409,0.66,0
Dr. Swati Desai,Pediatrics,8,2046-09-07,Metro Hospital,Mumbai,60,398,0.69,0
Dr. Anil Mehra,Cardiology,14,2046-09-08,City Hospital,New Delhi,31,173,1.14,1
Dr. Rohit Verma,Cardiology,9,2046-09-09,City Hospital,Kolkata,71,171,1.81,1
Dr. Rohit Verma,Pediatrics,11,2046-09-10,Govt Health Center,Kolkata,35,248,1.46,1
Dr. Anil Mehra,Cardiology,11,2046-09-11,Metro Hospital,Kolkata,95,366,1.96,0
Dr. Anil Mehra,Dermatology,17,2046-09-12,City Hospital,Chennai,67,460,0.56,0
Dr. Rohit Verma,Cardiology,8,2046-09-13,Govt Health Center,New Delhi,80,429,1.58,0
Dr. Ravi Kumar,Dermatology,9,2046-09-14,Govt Health Center,Mumbai,24,455,0.97,0
Dr. Rohit Verma,Cardiology,8,2046-09-15,City Hospital,New Delhi,77,144,0.53,0
Dr. Anil Mehra,Orthopedics,13,2046-09-16,City Hospital,New Delhi,15,79,1.74,1
Dr. Rohit Verma,Pediatrics,10,2046-09-17,Metro Hospital,New Delhi,11,141,0.74,0
Dr. Ravi Kumar,Orthopedics,8,2046-09-18,Govt Health Center,New Delhi,40,133,0.82,0
Dr. Swati Desai,Cardiology,15,2046-09-19,City Hospital,New Delhi,33,64,1.01,1
Dr. Swati Desai,Cardiology,11,2046-09-20,Govt Health Center,New Delhi,44,192,1.68,1
Dr. Rohit Verma,Dermatology,17,2046-09-21,Metro Hospital,Chennai,56,358,1.44,0
Dr. Ravi Kumar,Cardiology,14,2046-09-22,City Hospital,New Delhi,40,258,0.9,0
Dr. Swati Desai,Cardiology,17,2046-09-23,Govt Health Center,New Delhi,98,72,0.75,0
Dr. Rohit Verma,Cardiology,9,2046-09-24,City Hospital,Kolkata,81,375,0.66,0
Dr. Rohit Verma,Orthopedics,13,2046-09-25,Metro Hospital,New Delhi,85,414,0.72,0
Dr. Ravi Kumar,Dermatology,13,2046-09-26,Metro Hospital,New Delhi,11,193,1.8,1
Dr. Anil Mehra,Orthopedics,14,2046-09-27,Metro Hospital,Kolkata,88,136,1.88,1
Dr. Rohit Verma,Dermatology,8,2046-09-28,Metro Hospital,Kolkata,68,242,1.95,1
Dr. Anil Mehra,Orthopedics,8,2046-09-29,City Hospital,Kolkata,72,222,1.75,1
Dr. Anil Mehra,Cardiology,9,2046-09-30,City Hospital,Mumbai,84,312,1.83,0
Dr. Swati Desai,Orthopedics,9,2046-10-01,Govt Health Center,New Delhi,26,478,1.72,0
Dr. Anil Mehra,Orthopedics,12,2046-10-02,Govt Health Center,New Delhi,63,344,1.94,0
Dr. Ravi Kumar,Dermatology,8,2046-10-03,City Hospital,New Delhi,30,409,1.77,0
Dr. Swati Desai,Dermatology,9,2046-10-04,City Hospital,Kolkata,31,99,1.19,1
Dr. Swati Desai,Orthopedics,13,2046-10-05,Govt Health Center,Chennai,64,482,0.98,0
Dr. Swati Desai,Dermatology,10,2046-10-06,City Hospital,New Delhi,38,97,1.38,1
Dr. Rohit Verma,Dermatology,11,2046-10-07,Metro Hospital,Kolkata,88,98,1.41,1
Dr. Rohit Verma,Dermatology,8,2046-10-08,Metro Hospital,Kolkata,30,217,1.36,1
Dr. Anil Mehra,Pediatrics,12,2046-10-09,Metro Hospital,Kolkata,11,216,1.56,1
Dr. Swati Desai,Dermatology,11,2046-10-10,Govt Health Center,Mumbai,51,490,1.55,0
Dr. Swati Desai,Pediatrics,15,2046-10-11,City Hospital,Kolkata,61,131,0.63,0
Dr. Ravi Kumar,Pediatrics,10,2046-10-12,Govt Health Center,Chennai,47,112,0.93,0
Dr. Anil Mehra,Dermatology,17,2046-10-13,Govt Health Center,Mumbai,12,277,1.83,1
Dr. Ravi Kumar,Orthopedics,8,2046-10-14,City Hospital,Kolkata,34,489,1.39,0
Dr. Anil Mehra,Dermatology,17,2046-10-15,Govt Health Center,Chennai,86,263,0.99,0
Dr. Anil Mehra,Cardiology,12,2046-10-16,Metro Hospital,Chennai,97,179,1.78,1
Dr. Rohit Verma,Orthopedics,8,2046-10-17,City Hospital,New Delhi,71,417,0.87,0
Dr. Rohit Verma,Pediatrics,12,2046-10-18,Metro Hospital,Kolkata,24,203,1.11,1
Dr. Ravi Kumar,Pediatrics,16,2046-10-19,Metro Hospital,Kolkata,79,291,0.91,0
Dr. Anil Mehra,Orthopedics,12,2046-10-20,City Hospital,New Delhi,19,145,1.81,1
Dr. Swati Desai,Orthopedics,9,2046-10-21,Metro Hospital,Chennai,82,456,1.59,0
Dr. Rohit Verma,Dermatology,9,2046-10-22,Metro Hospital,Kolkata,78,426,1.19,0
Dr. Swati Desai,Pediatrics,17,2046-10-23,Metro Hospital,New Delhi,53,281,1.9,1
Dr. Ravi Kumar,Cardiology,16,2046-10-24,City Hospital,New Delhi,50,287,1.89,1
Dr. Rohit Verma,Dermatology,12,2046-10-25,City Hospital,Chennai,92,67,1.57,1
Dr. Rohit Verma,Orthopedics,15,2046-10-26,City Hospital,Chennai,29,393,1.84,0
Dr. Anil Mehra,Pediatrics,17,2046-10-27,Govt Health Center,Kolkata,46,373,1.58,0
Dr. Ravi Kumar,Orthopedics,11,2046-10-28,Metro Hospital,Kolkata,48,295,1.44,1
Dr. Anil Mehra,Orthopedics,9,2046-10-29,Govt Health Center,Mumbai,86,109,1.13,1
Dr. Rohit Verma,Orthopedics,11,2046-10-30,Govt Health Center,Chennai,79,179,0.91,0
Dr. Ravi Kumar,Dermatology,11,2046-10-31,Metro Hospital,Mumbai,17,399,0.59,0
Dr. Rohit Verma,Cardiology,16,2046-11-01,City Hospital,Mumbai,52,98,1.7,1
Dr. Ravi Kumar,Cardiology,17,2046-11-02,Govt Health Center,New Delhi,19,215,0.68,0
Dr. Rohit Verma,Pediatrics,13,2046-11-03,City Hospital,New Delhi,50,464,1.12,0
Dr. Swati Desai,Orthopedics,17,2046-11-04,City Hospital,Kolkata,13,217,0.85,0
Dr. Swati Desai,Cardiology,13,2046-11-05,Metro Hospital,Chennai,87,302,1.18,0
Dr. Anil Mehra,Orthopedics,12,2046-11-06,Govt Health Center,Chennai,13,385,0.97,0
Dr. Swati Desai,Pediatrics,13,2046-11-07,Govt Health Center,Mumbai,33,432,1.74,0
Dr. Rohit Verma,Orthopedics,8,2046-11-08,City Hospital,Mumbai,30,358,1.97,0
Dr. Rohit Verma,Cardiology,12,2046-11-09,Metro Hospital,Kolkata,19,113,1.91,1
Dr. Swati Desai,Orthopedics,13,2046-11-10,Govt Health Center,New Delhi,55,82,1.43,1
Dr. Anil Mehra,Cardiology,15,2046-11-11,City Hospital,Chennai,98,107,1.97,1
Dr. Swati Desai,Pediatrics,11,2046-11-12,City Hospital,Chennai,79,355,1.1,0
Dr. Ravi Kumar,Orthopedics,12,2046-11-13,City Hospital,Chennai,89,113,1.28,1
Dr. Ravi Kumar,Cardiology,11,2046-11-14,Metro Hospital,Chennai,53,436,0.89,0
Dr. Ravi Kumar,Pediatrics,14,2046-11-15,Metro Hospital,New Delhi,42,174,1.85,1
Dr. Swati Desai,Orthopedics,17,2046-11-16,City Hospital,Kolkata,45,110,0.77,0
Dr. Swati Desai,Pediatrics,13,2046-11-17,City Hospital,Kolkata,34,429,1.42,0
Dr. Swati Desai,Cardiology,11,2046-11-18,Metro Hospital,New Delhi,22,298,1.7,1
Dr. Ravi Kumar,Orthopedics,13,2046-11-19,City Hospital,Kolkata,48,187,1.39,1
Dr. Anil Mehra,Orthopedics,11,2046-11-20,City Hospital,Kolkata,88,115,0.62,0
Dr. Rohit Verma,Orthopedics,15,2046-11-21,Metro Hospital,Mumbai,47,228,1.42,1
Dr. Swati Desai,Pediatrics,10,2046-11-22,City Hospital,New Delhi,39,335,1.65,0
Dr. Anil Mehra,Pediatrics,15,2046-11-23,City Hospital,Kolkata,23,330,0.78,0
Dr. Rohit Verma,Cardiology,9,2046-11-24,City Hospital,Mumbai,59,220,1.61,1
Dr. Rohit Verma,Dermatology,13,2046-11-25,Metro Hospital,New Delhi,77,292,1.82,1
Dr. Rohit Verma,Orthopedics,15,2046-11-26,Metro Hospital,New Delhi,10,169,1.98,1
Dr. Anil Mehra,Orthopedics,8,2046-11-27,Metro Hospital,Chennai,70,393,1.12,0
Dr. Anil Mehra,Cardiology,13,2046-11-28,Govt Health Center,Mumbai,12,241,0.54,0
Dr. Ravi Kumar,Orthopedics,16,2046-11-29,Govt Health Center,Mumbai,59,236,1.13,1
Dr. Anil Mehra,Pediatrics,17,2046-11-30,Govt Health Center,Mumbai,70,495,1.49,0
Dr. Anil Mehra,Pediatrics,17,2046-12-01,Govt Health Center,New Delhi,45,276,1.84,1
Dr. Anil Mehra,Orthopedics,9,2046-12-02,Metro Hospital,Chennai,13,315,1.91,0
Dr. Rohit Verma,Orthopedics,8,2046-12-03,City Hospital,New Delhi,52,241,1.86,1
Dr. Swati Desai,Pediatrics,9,2046-12-04,Metro Hospital,Kolkata,23,289,1.49,1
Dr. Ravi Kumar,Orthopedics,12,2046-12-05,Govt Health Center,Kolkata,98,143,1.52,1
Dr. Swati Desai,Pediatrics,13,2046-12-06,Metro Hospital,Kolkata,76,175,0.5,0
Dr. Swati Desai,Dermatology,8,2046-12-07,City Hospital,Chennai,16,493,1.05,0
Dr. Anil Mehra,Dermatology,14,2046-12-08,Govt Health Center,New Delhi,17,148,1.86,1
Dr. Ravi Kumar,Orthopedics,11,2046-12-09,City Hospital,Mumbai,53,393,1.53,0
Dr. Swati Desai,Orthopedics,16,2046-12-10,City Hospital,Kolkata,73,292,1.2,1
Dr. Swati Desai,Orthopedics,13,2046-12-11,City Hospital,Kolkata,16,69,0.66,0
Dr. Ravi Kumar,Pediatrics,16,2046-12-12,Govt Health Center,New Delhi,57,166,0.87,0
Dr. Anil Mehra,Dermatology,8,2046-12-13,Metro Hospital,Mumbai,71,408,1.33,0
Dr. Swati Desai,Dermatology,11,2046-12-14,Govt Health Center,Chennai,34,482,1.85,0
Dr. Rohit Verma,Cardiology,9,2046-12-15,Govt Health Center,Kolkata,90,148,0.64,0
Dr. Swati Desai,Cardiology,13,2046-12-16,Metro Hospital,Kolkata,99,428,0.73,0
Dr. Rohit Verma,Orthopedics,11,2046-12-17,Metro Hospital,Kolkata,77,379,1.48,0
Dr. Anil Mehra,Pediatrics,16,2046-12-18,Metro Hospital,Mumbai,73,204,0.94,0
Dr. Swati Desai,Orthopedics,10,2046-12-19,Metro Hospital,Kolkata,27,356,0.75,0
Dr. Ravi Kumar,Dermatology,8,2046-12-20,City Hospital,Mumbai,13,234,0.77,0
Dr. Ravi Kumar,Orthopedics,8,2046-12-21,Govt Health Center,Kolkata,26,384,1.24,0
Dr. Swati Desai,Orthopedics,16,2046-12-22,Govt Health Center,Kolkata,56,470,1.38,0
Dr. Anil Mehra,Dermatology,16,2046-12-23,Govt Health Center,Mumbai,90,52,1.86,1
Dr. Anil Mehra,Dermatology,12,2046-12-24,Metro Hospital,Mumbai,54,206,1.29,1
Dr. Ravi Kumar,Dermatology,9,2046-12-25,Govt Health Center,Chennai,98,224,1.54,1
Dr. Swati Desai,Dermatology,16,2046-12-26,City Hospital,New Delhi,67,385,0.77,0
Dr. Anil Mehra,Cardiology,15,2046-12-27,Govt Health Center,Kolkata,12,118,1.57,1
Dr. Ravi Kumar,Pediatrics,17,2046-12-28,Govt Health Center,Kolkata,21,70,1.47,1
Dr. Rohit Verma,Pediatrics,17,2046-12-29,City Hospital,New Delhi,26,347,0.82,0
Dr. Swati Desai,Dermatology,13,2046-12-30,City Hospital,New Delhi,31,167,1.5,1
Dr. Rohit Verma,Pediatrics,14,2046-12-31,Govt Health Center,New Delhi,48,326,0.82,0
Dr. Rohit Verma,Pediatrics,13,2047-01-01,Metro Hospital,Kolkata,48,179,1.39,1
Dr. Anil Mehra,Pediatrics,12,2047-01-02,Metro Hospital,Kolkata,25,255,1.5,1
Dr. Anil Mehra,Pediatrics,11,2047-01-03,Govt Health Center,Kolkata,60,246,1.54,1
Dr. Anil Mehra,Dermatology,14,2047-01-04,Govt Health Center,Mumbai,38,184,1.86,1
Dr. Swati Desai,Orthopedics,11,2047-01-05,Govt Health Center,Chennai,87,252,1.92,1
Dr. Rohit Verma,Orthopedics,17,2047-01-06,Govt Health Center,Chennai,80,84,1.72,1
Dr. Swati Desai,Orthopedics,17,2047-01-07,Metro Hospital,New Delhi,50,79,1.82,1
Dr. Anil Mehra,Cardiology,17,2047-01-08,Govt Health Center,New Delhi,66,477,0.53,0
Dr. Rohit Verma,Pediatrics,16,2047-01-09,City Hospital,Kolkata,37,479,1.04,0
Dr. Swati Desai,Dermatology,12,2047-01-10,Metro Hospital,Chennai,86,360,0.56,0
Dr. Swati Desai,Dermatology,15,2047-01-11,Metro Hospital,Chennai,89,306,0.84,0
Dr. Ravi Kumar,Cardiology,13,2047-01-12,City Hospital,Mumbai,30,430,1.07,0
Dr. Swati Desai,Dermatology,11,2047-01-13,Govt Health Center,Kolkata,13,231,1.8,1
Dr. Anil Mehra,Orthopedics,10,2047-01-14,Govt Health Center,Kolkata,24,257,1.27,1
Dr. Swati Desai,Cardiology,13,2047-01-15,Govt Health Center,Chennai,62,416,1.47,0
Dr. Rohit Verma,Dermatology,8,2047-01-16,Govt Health Center,Chennai,99,178,1.04,1
Dr. Swati Desai,Cardiology,9,2047-01-17,Govt Health Center,Mumbai,55,112,1.4,1
Dr. Ravi Kumar,Cardiology,14,2047-01-18,City Hospital,Mumbai,16,488,1.72,0
Dr. Rohit Verma,Dermatology,11,2047-01-19,Govt Health Center,Kolkata,27,391,0.95,0
Dr. Rohit Verma,Orthopedics,12,2047-01-20,City Hospital,Mumbai,98,126,1.9,1
Dr. Ravi Kumar,Dermatology,17,2047-01-21,City Hospital,Chennai,30,427,0.82,0
Dr. Anil Mehra,Pediatrics,8,2047-01-22,City Hospital,Kolkata,17,460,1.88,0
Dr. Rohit Verma,Pediatrics,9,2047-01-23,Govt Health Center,Chennai,68,64,0.54,0
Dr. Anil Mehra,Dermatology,11,2047-01-24,Govt Health Center,Kolkata,29,432,1.31,0
Dr. Rohit Verma,Orthopedics,15,2047-01-25,Metro Hospital,Kolkata,91,442,1.98,0
Dr. Rohit Verma,Pediatrics,17,2047-01-26,Metro Hospital,Chennai,92,374,1.41,0
Dr. Anil Mehra,Pediatrics,11,2047-01-27,City Hospital,Kolkata,76,108,1.33,1
Dr. Rohit Verma,Dermatology,10,2047-01-28,Metro Hospital,Kolkata,64,200,1.52,1
Dr. Anil Mehra,Dermatology,10,2047-01-29,City Hospital,Mumbai,71,157,0.93,0
Dr. Ravi Kumar,Dermatology,12,2047-01-30,Metro Hospital,Chennai,27,418,0.58,0
Dr. Anil Mehra,Cardiology,10,2047-01-31,Govt Health Center,Chennai,88,156,0.88,0
Dr. Ravi Kumar,Cardiology,15,2047-02-01,Govt Health Center,Mumbai,65,188,0.76,0
Dr. Rohit Verma,Cardiology,12,2047-02-02,City Hospital,Kolkata,94,329,1.89,0
Dr. Anil Mehra,Dermatology,14,2047-02-03,City Hospital,New Delhi,31,121,1.78,1
Dr. Rohit Verma,Orthopedics,15,2047-02-04,Govt Health Center,New Delhi,17,160,0.98,0
Dr. Anil Mehra,Pediatrics,12,2047-02-05,Govt Health Center,Chennai,20,275,1.75,1
Dr. Ravi Kumar,Cardiology,15,2047-02-06,Govt Health Center,Mumbai,21,487,0.82,0
Dr. Ravi Kumar,Orthopedics,10,2047-02-07,Metro Hospital,Kolkata,57,155,0.8,0
Dr. Anil Mehra,Dermatology,14,2047-02-08,Metro Hospital,Mumbai,72,208,1.65,1
Dr. Ravi Kumar,Cardiology,15,2047-02-09,Metro Hospital,Kolkata,36,199,0.99,0
Dr. Rohit Verma,Dermatology,14,2047-02-10,Metro Hospital,Chennai,44,63,0.6,0
Dr. Rohit Verma,Orthopedics,9,2047-02-11,City Hospital,Chennai,11,54,1.58,1
Dr. Swati Desai,Cardiology,15,2047-02-12,City Hospital,New Delhi,17,176,1.98,1
Dr. Ravi Kumar,Cardiology,13,2047-02-13,Metro Hospital,Mumbai,29,322,1.35,0
Dr. Rohit Verma,Cardiology,17,2047-02-14,City Hospital,Chennai,17,387,0.9,0
Dr. Anil Mehra,Cardiology,10,2047-02-15,Metro Hospital,Mumbai,72,260,1.06,1
Dr. Ravi Kumar,Orthopedics,11,2047-02-16,Metro Hospital,Chennai,77,376,1.47,0
Dr. Rohit Verma,Cardiology,14,2047-02-17,Govt Health Center,Kolkata,40,395,1.55,0
Dr. Ravi Kumar,Pediatrics,10,2047-02-18,Metro Hospital,Kolkata,41,266,1.83,1
Dr. Anil Mehra,Pediatrics,8,2047-02-19,City Hospital,New Delhi,22,477,1.86,0
Dr. Rohit Verma,Dermatology,13,2047-02-20,Metro Hospital,Chennai,95,128,1.79,1
Dr. Swati Desai,Cardiology,10,2047-02-21,Govt Health Center,New Delhi,35,142,1.47,1
Dr. Swati Desai,Pediatrics,17,2047-02-22,City Hospital,New Delhi,90,287,1.17,1
Dr. Ravi Kumar,Pediatrics,13,2047-02-23,Govt Health Center,Chennai,38,283,1.52,1
Dr. Anil Mehra,Pediatrics,17,2047-02-24,Metro Hospital,Chennai,95,226,1.5,1
Dr. Rohit Verma,Orthopedics,10,2047-02-25,Metro Hospital,Kolkata,27,304,0.83,0
Dr. Anil Mehra,Cardiology,13,2047-02-26,Metro Hospital,New Delhi,78,370,1.26,0
Dr. Rohit Verma,Orthopedics,11,2047-02-27,Metro Hospital,Kolkata,21,181,0.81,0
Dr. Ravi Kumar,Orthopedics,11,2047-02-28,City Hospital,Mumbai,11,314,1.85,0
Dr. Rohit Verma,Pediatrics,17,2047-03-01,Metro Hospital,Mumbai,51,341,0.98,0
Dr. Anil Mehra,Pediatrics,17,2047-03-02,Govt Health Center,New Delhi,16,228,1.71,1
Dr. Anil Mehra,Dermatology,9,2047-03-03,City Hospital,New Delhi,56,427,1.07,0
Dr. Ravi Kumar,Cardiology,11,2047-03-04,City Hospital,Chennai,99,465,1.65,0
Dr. Anil Mehra,Cardiology,11,2047-03-05,City Hospital,Chennai,63,393,0.83,0
Dr. Rohit Verma,Pediatrics,14,2047-03-06,Govt Health Center,New Delhi,24,426,1.65,0
Dr. Ravi Kumar,Pediatrics,12,2047-03-07,Govt Health Center,New Delhi,67,195,0.77,0
Dr. Rohit Verma,Cardiology,15,2047-03-08,Govt Health Center,Mumbai,42,192,1.24,1
Dr. Anil Mehra,Dermatology,14,2047-03-09,Govt Health Center,Kolkata,76,69,0.67,0
Dr. Ravi Kumar,Pediatrics,17,2047-03-10,Metro Hospital,Mumbai,72,107,1.29,1
Dr. Rohit Verma,Dermatology,16,2047-03-11,Metro Hospital,Mumbai,57,345,1.73,0
Dr. Anil Mehra,Orthopedics,15,2047-03-12,Govt Health Center,Kolkata,75,115,1.63,1
Dr. Anil Mehra,Pediatrics,16,2047-03-13,Govt Health Center,New Delhi,90,394,0.58,0
Dr. Swati Desai,Orthopedics,8,2047-03-14,Metro Hospital,New Delhi,74,446,1.24,0
Dr. Anil Mehra,Pediatrics,17,2047-03-15,Metro Hospital,Mumbai,45,62,1.78,1
Dr. Rohit Verma,Orthopedics,10,2047-03-16,Govt Health Center,Mumbai,26,111,1.48,1
Dr. Ravi Kumar,Pediatrics,12,2047-03-17,City Hospital,Kolkata,11,461,0.59,0
Dr. Swati Desai,Dermatology,16,2047-03-18,City Hospital,Chennai,42,95,0.99,0
Dr. Anil Mehra,Dermatology,15,2047-03-19,Govt Health Center,Chennai,15,448,1.33,0
Dr. Anil Mehra,Dermatology,17,2047-03-20,City Hospital,New Delhi,52,142,0.76,0
Dr. Anil Mehra,Orthopedics,14,2047-03-21,Metro Hospital,Chennai,97,477,1.52,0
Dr. Rohit Verma,Dermatology,9,2047-03-22,City Hospital,New Delhi,20,272,1.45,1
Dr. Swati Desai,Orthopedics,13,2047-03-23,Govt Health Center,New Delhi,14,72,0.8,0
Dr. Rohit Verma,Pediatrics,11,2047-03-24,City Hospital,New Delhi,39,406,1.33,0
Dr. Swati Desai,Orthopedics,12,2047-03-25,City Hospital,Kolkata,19,116,1.72,1
Dr. Ravi Kumar,Pediatrics,12,2047-03-26,City Hospital,Mumbai,33,163,1.06,1
